Plot Title: Fort Pierce PanAmEx,,,,,,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 20350655, SEN S/N: 20350655)","Coupler Attached (LGR S/N: 20350655, SEN S/N: 20350655)","Coupler Detached (LGR S/N: 20350655, SEN S/N: 20350655)","Host Connected (LGR S/N: 20350655, SEN S/N: 20350655)","Stopped (LGR S/N: 20350655, SEN S/N: 20350655)","End Of File (LGR S/N: 20350655, SEN S/N: 20350655)"
242,6/14/2018 11:30,27.173,,,,,
243,6/14/2018 12:00,27.37,,,,,
244,6/14/2018 12:30,28.06,,,,,
245,6/14/2018 13:00,28.258,,,,,
246,6/14/2018 13:30,28.555,,,,,
247,6/14/2018 14:00,29.352,,,,,
248,6/14/2018 14:30,29.452,,,,,
249,6/14/2018 15:00,29.652,,,,,
250,6/14/2018 15:30,29.652,,,,,
251,6/14/2018 16:00,29.652,,,,,
252,6/14/2018 16:30,29.752,,,,,
253,6/14/2018 17:00,29.953,,,,,
254,6/14/2018 17:30,29.853,,,,,
255,6/14/2018 18:00,29.953,,,,,
256,6/14/2018 18:30,29.853,,,,,
257,6/14/2018 19:00,29.853,,,,,
258,6/14/2018 19:30,29.752,,,,,
259,6/14/2018 20:00,29.752,,,,,
260,6/14/2018 20:30,28.953,,,,,
261,6/14/2018 21:00,27.961,,,,,
262,6/14/2018 21:30,27.764,,,,,
263,6/14/2018 22:00,27.567,,,,,
264,6/14/2018 22:30,27.272,,,,,
265,6/14/2018 23:00,27.173,,,,,
266,6/14/2018 23:30,27.173,,,,,
267,6/15/2018 0:00,27.173,,,,,
268,6/15/2018 0:30,27.173,,,,,
269,6/15/2018 1:00,27.075,,,,,
270,6/15/2018 1:30,27.075,,,,,
271,6/15/2018 2:00,27.567,,,,,
272,6/15/2018 2:30,27.567,,,,,
273,6/15/2018 3:00,27.567,,,,,
274,6/15/2018 3:30,27.665,,,,,
275,6/15/2018 4:00,27.567,,,,,
276,6/15/2018 4:30,27.567,,,,,
277,6/15/2018 5:00,27.862,,,,,
278,6/15/2018 5:30,27.961,,,,,
279,6/15/2018 6:00,28.06,,,,,
280,6/15/2018 6:30,27.665,,,,,
281,6/15/2018 7:00,27.862,,,,,
282,6/15/2018 7:30,27.862,,,,,
283,6/15/2018 8:00,28.06,,,,,
284,6/15/2018 8:30,28.456,,,,,
285,6/15/2018 9:00,28.555,,,,,
286,6/15/2018 9:30,28.456,,,,,
287,6/15/2018 10:00,27.567,,,,,
288,6/15/2018 10:30,27.075,,,,,
289,6/15/2018 11:00,27.075,,,,,
290,6/15/2018 11:30,27.075,,,,,
291,6/15/2018 12:00,27.075,,,,,
292,6/15/2018 12:30,26.977,,,,,
293,6/15/2018 13:00,27.173,,,,,
294,6/15/2018 13:30,27.37,,,,,
295,6/15/2018 14:00,27.862,,,,,
296,6/15/2018 14:30,27.862,,,,,
297,6/15/2018 15:00,29.053,,,,,
298,6/15/2018 15:30,29.452,,,,,
299,6/15/2018 16:00,29.552,,,,,
300,6/15/2018 16:30,29.552,,,,,
301,6/15/2018 17:00,29.652,,,,,
302,6/15/2018 17:30,29.352,,,,,
303,6/15/2018 18:00,29.452,,,,,
304,6/15/2018 18:30,29.552,,,,,
305,6/15/2018 19:00,29.352,,,,,
306,6/15/2018 19:30,29.152,,,,,
307,6/15/2018 20:00,29.053,,,,,
308,6/15/2018 20:30,29.053,,,,,
309,6/15/2018 21:00,28.953,,,,,
310,6/15/2018 21:30,28.357,,,,,
311,6/15/2018 22:00,27.173,,,,,
312,6/15/2018 22:30,26.879,,,,,
313,6/15/2018 23:00,26.585,,,,,
314,6/15/2018 23:30,26.292,,,,,
315,6/16/2018 0:00,26.195,,,,,
316,6/16/2018 0:30,26.195,,,,,
317,6/16/2018 1:00,26.195,,,,,
318,6/16/2018 1:30,26.195,,,,,
319,6/16/2018 2:00,26,,,,,
320,6/16/2018 2:30,26.097,,,,,
321,6/16/2018 3:00,26.585,,,,,
322,6/16/2018 3:30,26.781,,,,,
323,6/16/2018 4:00,26.879,,,,,
324,6/16/2018 4:30,26.585,,,,,
325,6/16/2018 5:00,26.683,,,,,
326,6/16/2018 5:30,26.781,,,,,
327,6/16/2018 6:00,26.879,,,,,
328,6/16/2018 6:30,26.879,,,,,
329,6/16/2018 7:00,26.977,,,,,
330,6/16/2018 7:30,26.781,,,,,
331,6/16/2018 8:00,26.879,,,,,
332,6/16/2018 8:30,26.879,,,,,
333,6/16/2018 9:00,27.272,,,,,
334,6/16/2018 9:30,27.567,,,,,
335,6/16/2018 10:00,27.567,,,,,
336,6/16/2018 10:30,27.075,,,,,
337,6/16/2018 11:00,26.292,,,,,
338,6/16/2018 11:30,26.195,,,,,
339,6/16/2018 12:00,26.097,,,,,
340,6/16/2018 12:30,26.195,,,,,
341,6/16/2018 13:00,26.292,,,,,
342,6/16/2018 13:30,26.781,,,,,
343,6/16/2018 14:00,26.292,,,,,
344,6/16/2018 14:30,26.781,,,,,
345,6/16/2018 15:00,26.781,,,,,
346,6/16/2018 15:30,27.37,,,,,
347,6/16/2018 16:00,27.665,,,,,
348,6/16/2018 16:30,29.252,,,,,
349,6/16/2018 17:00,29.252,,,,,
350,6/16/2018 17:30,29.452,,,,,
351,6/16/2018 18:00,29.552,,,,,
352,6/16/2018 18:30,29.452,,,,,
353,6/16/2018 19:00,29.352,,,,,
354,6/16/2018 19:30,29.452,,,,,
355,6/16/2018 20:00,29.252,,,,,
356,6/16/2018 20:30,29.152,,,,,
357,6/16/2018 21:00,29.252,,,,,
358,6/16/2018 21:30,29.252,,,,,
359,6/16/2018 22:00,29.252,,,,,
360,6/16/2018 22:30,27.961,,,,,
361,6/16/2018 23:00,27.468,,,,,
362,6/16/2018 23:30,27.173,,,,,
363,6/17/2018 0:00,26.683,,,,,
364,6/17/2018 0:30,26.585,,,,,
365,6/17/2018 1:00,26.39,,,,,
366,6/17/2018 1:30,26.292,,,,,
367,6/17/2018 2:00,26.292,,,,,
368,6/17/2018 2:30,26.292,,,,,
369,6/17/2018 3:00,26.488,,,,,
370,6/17/2018 3:30,26.39,,,,,
371,6/17/2018 4:00,26.879,,,,,
372,6/17/2018 4:30,26.977,,,,,
373,6/17/2018 5:00,27.173,,,,,
374,6/17/2018 5:30,26.977,,,,,
375,6/17/2018 6:00,27.075,,,,,
376,6/17/2018 6:30,27.173,,,,,
377,6/17/2018 7:00,27.272,,,,,
378,6/17/2018 7:30,27.37,,,,,
379,6/17/2018 8:00,27.272,,,,,
380,6/17/2018 8:30,27.37,,,,,
381,6/17/2018 9:00,27.37,,,,,
382,6/17/2018 9:30,27.567,,,,,
383,6/17/2018 10:00,28.159,,,,,
384,6/17/2018 10:30,28.357,,,,,
385,6/17/2018 11:00,28.258,,,,,
386,6/17/2018 11:30,27.862,,,,,
387,6/17/2018 12:00,27.665,,,,,
388,6/17/2018 12:30,27.665,,,,,
389,6/17/2018 13:00,27.665,,,,,
390,6/17/2018 13:30,27.764,,,,,
391,6/17/2018 14:00,27.862,,,,,
392,6/17/2018 14:30,27.961,,,,,
393,6/17/2018 15:00,28.06,,,,,
394,6/17/2018 15:30,27.961,,,,,
395,6/17/2018 16:00,28.258,,,,,
396,6/17/2018 16:30,28.555,,,,,
397,6/17/2018 17:00,29.053,,,,,
398,6/17/2018 17:30,29.152,,,,,
399,6/17/2018 18:00,29.252,,,,,
400,6/17/2018 18:30,29.352,,,,,
401,6/17/2018 19:00,29.252,,,,,
402,6/17/2018 19:30,29.352,,,,,
403,6/17/2018 20:00,29.352,,,,,
404,6/17/2018 20:30,29.252,,,,,
405,6/17/2018 21:00,29.152,,,,,
406,6/17/2018 21:30,29.152,,,,,
407,6/17/2018 22:00,29.152,,,,,
408,6/17/2018 22:30,29.352,,,,,
409,6/17/2018 23:00,29.352,,,,,
410,6/17/2018 23:30,28.853,,,,,
411,6/18/2018 0:00,28.456,,,,,
412,6/18/2018 0:30,28.357,,,,,
413,6/18/2018 1:00,28.258,,,,,
414,6/18/2018 1:30,28.159,,,,,
415,6/18/2018 2:00,28.159,,,,,
416,6/18/2018 2:30,28.06,,,,,
417,6/18/2018 3:00,28.06,,,,,
418,6/18/2018 3:30,28.06,,,,,
